CustomerID,Country,Recency,Frequency,Monetary,AOV,NumItems,NumProducts,Tenure,AvgInterpurchase,R_score,F_score,M_score,RFM_Segment,KMeans_Cluster,Cluster_Label,Churn_real,Churn_prob,Churn_pred,Status_Risc
13438,United Kingdom,363,1,46.5,46.5,10,1,363,363.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.7557,1,High Risk
13439,United Kingdom,71,3,986.61,328.87,952,132,342,114.0,4,3,3,Loyal Customers,3,High-Value,1,0.2791,0,Low Risk
13440,United Kingdom,239,7,1295.25,185.04,573,49,268,38.3,2,4,4,At Risk,3,High-Value,1,0.6042,1,Medium Risk
13441,United Kingdom,248,1,424.26,424.26,316,25,248,248.0,2,1,2,Hibernating / Lost,0,Occasional,0,0.8081,1,High Risk
13442,United Kingdom,483,3,419.87,139.96,115,33,554,184.7,1,3,2,At Risk,2,Mid-Value,1,0.7629,1,High Risk
13443,United Kingdom,265,6,1276.3700000000001,212.73,806,175,493,82.2,2,4,4,At Risk,3,High-Value,1,0.57,1,Medium Risk
13444,United Kingdom,190,2,631.6800000000001,315.84,337,51,322,161.0,3,2,3,Potential Loyalist,0,Occasional,1,0.67,1,High Risk
13445,United Kingdom,442,1,241.89999999999998,241.9,198,7,442,442.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9511,1,High Risk
13446,United Kingdom,246,11,3881.89,352.9,2403,113,480,43.6,2,5,5,At Risk,1,VIP,1,0.6144,1,Medium Risk
13448,United Kingdom,35,10,6765.05,676.5,3463,270,550,55.0,4,5,5,Champions,1,VIP,0,0.0338,0,Low Risk
13450,United Kingdom,21,9,2754.86,306.1,2914,47,419,46.6,5,5,5,Champions,1,VIP,0,0.0434,0,Low Risk
13451,United Kingdom,27,9,5866.01,651.78,4221,489,444,49.3,5,5,5,Champions,1,VIP,0,0.033,0,Low Risk
13452,United Kingdom,75,3,729.8,243.27,6,2,289,96.3,4,3,3,Loyal Customers,3,High-Value,1,0.5771,1,Medium Risk
13453,United Kingdom,106,2,609.71,304.86,283,28,218,109.0,3,2,3,Potential Loyalist,0,Occasional,0,0.4623,0,Medium Risk
13454,United Kingdom,457,1,219.87,219.87,198,23,457,457.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9406,1,High Risk
13455,United Kingdom,182,5,2540.53,508.11,821,70,547,109.4,3,4,5,Loyal Customers,3,High-Value,0,0.3642,0,Medium Risk
13456,United Kingdom,23,1,207.66,207.66,100,13,23,23.0,5,1,1,New Customers,0,Occasional,0,0.3582,0,Medium Risk
13457,United Kingdom,505,2,148.22,74.11,96,9,554,277.0,1,2,1,Hibernating / Lost,2,Mid-Value,1,0.9023,1,High Risk
13458,United Kingdom,6,9,8572.78,952.53,4969,232,204,22.7,5,5,5,Champions,1,VIP,0,0.0426,0,Low Risk
13459,United Kingdom,441,2,1160.4099999999999,580.2,986,57,498,249.0,1,2,4,Hibernating / Lost,2,Mid-Value,1,0.7943,1,High Risk
13461,United Kingdom,223,3,2715.0,905.0,1962,25,413,137.7,2,3,5,At Risk,3,High-Value,0,0.46,0,Medium Risk
13462,United Kingdom,69,5,1153.85,230.77,697,64,542,108.4,4,4,4,Champions,3,High-Value,1,0.3254,0,Low Risk
13464,United Kingdom,211,5,2422.96,484.59,1037,95,434,86.8,2,4,4,At Risk,3,High-Value,0,0.2797,0,Low Risk
13465,United Kingdom,262,2,931.12,465.56,584,34,402,201.0,2,2,3,Hibernating / Lost,0,Occasional,1,0.6856,1,High Risk
13466,United Kingdom,0,5,1013.35,202.67,660,49,444,88.8,5,4,3,Champions,3,High-Value,1,0.3594,0,Medium Risk
13468,United Kingdom,17,56,11276.66,201.37,4719,253,552,9.9,5,5,5,Champions,1,VIP,0,0.0378,0,Low Risk
13469,United Kingdom,469,1,82.4,82.4,52,6,469,469.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9132,1,High Risk
13472,United Kingdom,280,2,592.24,296.12,310,24,372,186.0,2,2,3,Hibernating / Lost,0,Occasional,1,0.634,1,Medium Risk
13473,United Kingdom,149,7,2476.38,353.77,932,56,540,77.1,3,4,4,Loyal Customers,3,High-Value,0,0.1653,0,Low Risk
13474,United Kingdom,52,3,663.79,221.26,334,116,311,103.7,4,3,3,Loyal Customers,3,High-Value,1,0.293,0,Low Risk
13475,United Kingdom,7,4,1431.78,357.94,1012,64,115,28.8,5,4,4,Champions,3,High-Value,1,0.0635,0,Low Risk
13476,United Kingdom,97,4,1550.6000000000001,387.65,460,61,461,115.2,3,4,4,Loyal Customers,3,High-Value,0,0.4875,0,Medium Risk
13477,United Kingdom,27,7,1895.62,270.8,1341,84,500,71.4,5,4,4,Champions,3,High-Value,0,0.056,0,Low Risk
13478,United Kingdom,285,5,2215.78,443.16,1189,114,493,98.6,1,4,4,At Risk,3,High-Value,1,0.5901,1,Medium Risk
13479,United Kingdom,17,4,851.37,212.84,716,45,293,73.2,5,4,3,Champions,3,High-Value,1,0.1798,0,Low Risk
13480,United Kingdom,233,2,627.82,313.91,362,40,496,248.0,2,2,3,Hibernating / Lost,0,Occasional,1,0.6141,1,Medium Risk
13481,United Kingdom,8,8,3005.27,375.66,1549,128,552,69.0,5,5,5,Champions,1,VIP,0,0.1293,0,Low Risk
13482,United Kingdom,48,2,336.09,168.04,187,20,444,222.0,4,2,2,New Customers,0,Occasional,1,0.7662,1,High Risk
13484,United Kingdom,57,3,790.72,263.57,224,38,456,152.0,4,3,3,Loyal Customers,3,High-Value,1,0.6231,1,Medium Risk
13485,United Kingdom,49,11,3015.2200000000003,274.11,1797,130,552,50.2,4,5,5,Champions,1,VIP,1,0.0834,0,Low Risk
13487,United Kingdom,29,4,680.27,170.07,310,26,551,137.8,4,4,3,Champions,3,High-Value,0,0.4339,0,Medium Risk
13488,United Kingdom,13,16,12150.0,759.38,5905,306,500,31.2,5,5,5,Champions,1,VIP,0,0.0559,0,Low Risk
13489,United Kingdom,105,2,235.68,117.84,352,6,111,55.5,3,2,1,Potential Loyalist,0,Occasional,0,0.5536,1,Medium Risk
13490,United Kingdom,470,1,154.25,154.25,25,8,470,470.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.7978,1,High Risk
13491,United Kingdom,63,25,4382.37,175.29,2240,133,549,22.0,4,5,5,Champions,1,VIP,0,0.1012,0,Low Risk
13492,Switzerland,31,1,315.3,315.3,114,15,31,31.0,4,1,2,New Customers,0,Occasional,0,0.2826,0,Low Risk
13493,Switzerland,91,2,498.63,249.32,377,5,103,51.5,3,2,2,Potential Loyalist,0,Occasional,1,0.4761,0,Medium Risk
13494,United Kingdom,128,1,316.26000000000005,316.26,162,18,128,128.0,3,1,2,Potential Loyalist,0,Occasional,1,0.6838,1,High Risk
13495,United Kingdom,48,8,4401.82,550.23,2330,50,549,68.6,4,5,5,Champions,1,VIP,0,0.116,0,Low Risk
13496,United Kingdom,176,1,501.01,501.01,229,26,176,176.0,3,1,2,Potential Loyalist,0,Occasional,0,0.6723,1,High Risk
13497,United Kingdom,99,6,1320.33,220.05,579,52,486,81.0,3,4,4,Loyal Customers,3,High-Value,1,0.3884,0,Medium Risk
13498,United Kingdom,546,1,327.38,327.38,362,17,546,546.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.8887,1,High Risk
13499,United Kingdom,41,2,463.79,231.9,265,18,86,43.0,4,2,2,New Customers,0,Occasional,0,0.3667,0,Medium Risk
13500,United Kingdom,217,1,299.53,299.53,229,20,217,217.0,2,1,2,Hibernating / Lost,0,Occasional,0,0.6368,1,Medium Risk
13501,Switzerland,104,3,2885.11,961.7,1253,90,386,128.7,3,3,5,Loyal Customers,3,High-Value,1,0.3439,0,Medium Risk
13502,United Kingdom,91,4,677.66,169.42,336,20,365,91.2,3,4,3,Loyal Customers,3,High-Value,0,0.4269,0,Medium Risk
13503,United Kingdom,295,4,1607.34,401.84,866,147,477,119.2,1,4,4,At Risk,3,High-Value,0,0.55,1,Medium Risk
13505,Switzerland,8,2,1596.09,798.04,845,89,49,24.5,5,2,4,New Customers,3,High-Value,0,0.183,0,Low Risk
13506,United Kingdom,132,5,1639.2,327.84,1174,55,277,55.4,3,4,4,Loyal Customers,3,High-Value,1,0.1737,0,Low Risk
13508,United Kingdom,60,2,287.05,143.52,180,27,459,229.5,4,2,2,New Customers,0,Occasional,1,0.7608,1,High Risk
13509,United Kingdom,70,4,785.02,196.26,874,23,324,81.0,4,4,3,Champions,3,High-Value,0,0.4231,0,Medium Risk
13510,United Kingdom,0,8,3352.05,419.01,2079,141,535,66.9,5,5,5,Champions,1,VIP,0,0.1257,0,Low Risk
13511,United Kingdom,493,1,282.76,282.76,60,5,493,493.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.8823,1,High Risk
13512,United Kingdom,77,4,713.39,178.35,419,31,399,99.8,4,4,3,Champions,3,High-Value,1,0.282,0,Low Risk
13513,United Kingdom,257,2,619.49,309.74,255,24,471,235.5,2,2,3,Hibernating / Lost,0,Occasional,0,0.5334,1,Medium Risk
13514,United Kingdom,245,3,663.7,221.23,248,13,498,166.0,2,3,3,At Risk,0,Occasional,0,0.7038,1,High Risk
13515,United Kingdom,64,3,578.1,192.7,318,28,461,153.7,4,3,3,Loyal Customers,3,High-Value,0,0.4809,0,Medium Risk
13516,United Kingdom,55,2,441.85,220.92,185,22,234,117.0,4,2,2,New Customers,0,Occasional,0,0.6331,1,Medium Risk
13519,United Kingdom,259,1,220.46,220.46,110,11,259,259.0,2,1,1,Hibernating / Lost,0,Occasional,0,0.7652,1,High Risk
13520,Switzerland,1,9,4417.03,490.78,2517,69,539,59.9,5,5,5,Champions,1,VIP,0,0.0376,0,Low Risk
13523,United Kingdom,16,4,3505.88,876.47,1430,117,218,54.5,5,4,5,Champions,3,High-Value,0,0.1278,0,Low Risk
13524,United Kingdom,36,1,159.20000000000002,159.2,100,9,36,36.0,4,1,1,New Customers,0,Occasional,0,0.6485,1,Medium Risk
13525,United Kingdom,64,1,282.88,282.88,208,2,64,64.0,4,1,2,New Customers,0,Occasional,0,0.5239,1,Medium Risk
13526,United Kingdom,554,2,1182.0,591.0,1911,29,554,277.0,1,2,4,Hibernating / Lost,2,Mid-Value,1,0.8157,1,High Risk
13527,United Kingdom,18,7,2981.87,425.98,1300,174,504,72.0,5,4,5,Champions,3,High-Value,0,0.1243,0,Low Risk
13529,United Kingdom,21,1,181.1,181.1,30,7,21,21.0,5,1,1,New Customers,0,Occasional,0,0.4747,0,Medium Risk
13530,United Kingdom,450,1,402.97999999999996,402.98,272,18,450,450.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9157,1,High Risk
13531,United Kingdom,21,6,1738.52,289.75,600,44,552,92.0,5,4,4,Champions,3,High-Value,1,0.3359,0,Medium Risk
13533,United Kingdom,83,2,146.64,73.32,107,42,84,42.0,4,2,1,New Customers,0,Occasional,0,0.5934,1,Medium Risk
13534,United Kingdom,3,27,4803.9,177.92,2427,132,336,12.4,5,5,5,Champions,1,VIP,0,0.0941,0,Low Risk
13535,United Kingdom,219,1,89.5,89.5,10,1,219,219.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.9027,1,High Risk
13537,United Kingdom,242,2,717.85,358.92,337,38,268,134.0,2,2,3,Hibernating / Lost,0,Occasional,1,0.6895,1,High Risk
13538,United Kingdom,91,7,2336.18,333.74,862,102,492,70.3,3,4,4,Loyal Customers,3,High-Value,0,0.246,0,Low Risk
13539,United Kingdom,56,6,1253.67,208.95,621,58,407,67.8,4,4,4,Champions,3,High-Value,0,0.3444,0,Medium Risk
13540,United Kingdom,283,3,632.39,210.8,189,26,472,157.3,1,3,3,At Risk,0,Occasional,1,0.6437,1,Medium Risk
13541,United Kingdom,243,2,785.25,392.62,279,10,386,193.0,2,2,3,Hibernating / Lost,0,Occasional,1,0.656,1,Medium Risk
13542,United Kingdom,193,17,4006.17,235.66,815,98,545,32.1,3,5,5,Loyal Customers,1,VIP,1,0.5082,1,Medium Risk
13543,United Kingdom,450,2,1439.6100000000001,719.8,329,37,503,251.5,1,2,4,Hibernating / Lost,2,Mid-Value,1,0.7806,1,High Risk
13544,United Kingdom,57,5,660.5,132.1,306,186,461,92.2,4,4,3,Champions,3,High-Value,0,0.3928,0,Medium Risk
13545,United Kingdom,207,2,374.64,187.32,257,54,361,180.5,2,2,2,Hibernating / Lost,0,Occasional,1,0.666,1,High Risk
13546,United Kingdom,17,3,653.3100000000001,217.77,339,58,240,80.0,5,3,3,Loyal Customers,3,High-Value,0,0.3436,0,Medium Risk
13547,United Kingdom,224,1,172.98,172.98,81,43,224,224.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.8162,1,High Risk
13548,United Kingdom,60,2,507.59,253.8,288,117,287,143.5,4,2,2,New Customers,0,Occasional,0,0.4958,0,Medium Risk
13549,United Kingdom,9,4,600.15,150.04,403,34,204,51.0,5,4,3,Champions,3,High-Value,0,0.3666,0,Medium Risk
13550,United Kingdom,199,1,349.51,349.51,454,40,199,199.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.7003,1,High Risk
13551,United Kingdom,135,2,244.2,122.1,36,5,482,241.0,3,2,1,Potential Loyalist,0,Occasional,1,0.7243,1,High Risk
13552,United Kingdom,21,15,5100.14,340.01,1830,125,474,31.6,5,5,5,Champions,1,VIP,0,0.0144,0,Low Risk
13553,United Kingdom,491,1,517.8,517.8,206,85,491,491.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.7311,1,High Risk
13554,United Kingdom,196,7,1638.28,234.04,581,156,263,37.6,3,4,4,Loyal Customers,3,High-Value,1,0.3121,0,Low Risk
13555,United Kingdom,18,11,6439.96,585.45,3035,204,505,45.9,5,5,5,Champions,1,VIP,0,0.0354,0,Low Risk
13556,United Kingdom,245,2,200.82,100.41,134,8,252,126.0,2,2,1,Hibernating / Lost,0,Occasional,1,0.7934,1,High Risk
13557,United Kingdom,97,12,2688.88,224.07,2076,116,547,45.6,3,5,5,Loyal Customers,1,VIP,0,0.1309,0,Low Risk
13559,United Kingdom,329,2,990.0,495.0,360,1,360,180.0,1,2,3,Hibernating / Lost,2,Mid-Value,1,0.6998,1,High Risk
13561,United Kingdom,32,11,1820.72,165.52,1136,131,465,42.3,4,5,4,Champions,1,VIP,1,0.1087,0,Low Risk
13562,United Kingdom,62,6,3642.12,607.02,1079,72,510,85.0,4,4,5,Champions,3,High-Value,0,0.2967,0,Low Risk
13564,United Kingdom,170,36,16630.8,461.97,9206,483,554,15.4,3,5,5,Loyal Customers,1,VIP,1,0.3665,0,Medium Risk
13565,United Kingdom,150,2,284.76,142.38,166,28,227,113.5,3,2,2,Potential Loyalist,0,Occasional,0,0.6652,1,High Risk
13566,United Kingdom,251,3,829.56,276.52,684,158,456,152.0,2,3,3,At Risk,3,High-Value,0,0.6282,1,Medium Risk
13567,United Kingdom,244,4,1083.69,270.92,645,180,358,89.5,2,4,3,At Risk,3,High-Value,1,0.5773,1,Medium Risk
13569,United Kingdom,184,3,638.35,212.78,282,103,244,81.3,3,3,3,Loyal Customers,0,Occasional,0,0.5221,1,Medium Risk
13570,United Kingdom,59,1,239.49,239.49,161,27,59,59.0,4,1,1,New Customers,0,Occasional,1,0.5029,1,Medium Risk
13571,United Kingdom,1,18,2961.53,164.53,1795,183,547,30.4,5,5,5,Champions,1,VIP,0,0.0758,0,Low Risk
13572,United Kingdom,22,1,1384.25,1384.25,534,32,22,22.0,5,1,4,New Customers,0,Occasional,1,0.4572,0,Medium Risk
13573,United Kingdom,69,5,652.39,130.48,366,53,453,90.6,4,4,3,Champions,3,High-Value,0,0.351,0,Medium Risk
13574,United Kingdom,227,1,421.25,421.25,316,84,227,227.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.671,1,High Risk
13576,United Kingdom,4,18,7970.41,442.8,3182,109,547,30.4,5,5,5,Champions,1,VIP,0,0.0024,0,Low Risk
13577,United Kingdom,58,8,2153.43,269.18,1000,65,541,67.6,4,5,4,Champions,3,High-Value,0,0.0802,0,Low Risk
13578,United Kingdom,225,1,147.66,147.66,127,9,225,225.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.7688,1,High Risk
13579,United Kingdom,185,4,1236.7,309.18,634,62,475,118.8,3,4,4,Loyal Customers,3,High-Value,0,0.6707,1,High Risk
13580,United Kingdom,222,1,107.75,107.75,45,5,222,222.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.8622,1,High Risk
13581,United Kingdom,125,2,280.53000000000003,140.27,119,32,230,115.0,3,2,2,Potential Loyalist,0,Occasional,1,0.5143,1,Medium Risk
13582,United Kingdom,206,2,241.68,120.84,106,10,434,217.0,2,2,1,Hibernating / Lost,0,Occasional,1,0.7102,1,High Risk
13583,United Kingdom,495,1,664.001,664.0,372,43,495,495.0,1,1,3,Hibernating / Lost,2,Mid-Value,0,0.8478,1,High Risk
13584,United Kingdom,123,3,392.45,130.82,363,74,492,164.0,3,3,2,Loyal Customers,0,Occasional,1,0.5242,1,Medium Risk
13585,United Kingdom,347,3,684.54,228.18,1386,29,554,184.7,1,3,3,At Risk,2,Mid-Value,1,0.6589,1,Medium Risk
13586,United Kingdom,357,1,131.53,131.53,39,20,357,357.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9023,1,High Risk
13587,United Kingdom,265,3,961.1,320.37,484,20,479,159.7,2,3,3,At Risk,3,High-Value,0,0.5353,1,Medium Risk
13588,United Kingdom,71,1,113.30000000000001,113.3,48,8,71,71.0,4,1,1,New Customers,0,Occasional,0,0.7968,1,High Risk
13589,United Kingdom,265,4,741.09,185.27,179,29,550,137.5,2,4,3,At Risk,3,High-Value,0,0.6794,1,High Risk
13590,United Kingdom,16,15,5279.7,351.98,4239,241,554,36.9,5,5,5,Champions,1,VIP,0,0.024,0,Low Risk
13591,United Kingdom,20,6,1753.04,292.17,628,71,541,90.2,5,4,4,Champions,3,High-Value,0,0.4152,0,Medium Risk
13592,United Kingdom,22,3,205.51,68.5,71,12,80,26.7,5,3,1,Loyal Customers,0,Occasional,0,0.4769,0,Medium Risk
13593,United Kingdom,80,12,4509.56,375.8,1829,190,463,38.6,4,5,5,Champions,1,VIP,0,0.1734,0,Low Risk
13594,United Kingdom,302,1,136.35000000000002,136.35,37,7,302,302.0,1,1,1,Hibernating / Lost,2,Mid-Value,0,0.9023,1,High Risk
13595,United Kingdom,333,3,818.22,272.74,353,114,462,154.0,1,3,3,At Risk,2,Mid-Value,1,0.5487,1,Medium Risk
13597,United Kingdom,216,2,396.71,198.36,231,17,219,109.5,2,2,2,Hibernating / Lost,0,Occasional,1,0.6572,1,Medium Risk
13598,United Kingdom,311,4,609.42,152.35,343,46,468,117.0,1,4,3,At Risk,2,Mid-Value,0,0.5751,1,Medium Risk
13599,United Kingdom,14,19,7019.62,369.45,4418,139,555,29.2,5,5,5,Champions,1,VIP,0,0.0122,0,Low Risk
13600,United Kingdom,128,2,518.42,259.21,599,35,450,225.0,3,2,2,Potential Loyalist,0,Occasional,1,0.6416,1,Medium Risk
13601,United Kingdom,27,3,865.02,288.34,699,114,362,120.7,5,3,3,Loyal Customers,3,High-Value,0,0.4533,0,Medium Risk
13602,United Kingdom,198,3,596.28,198.76,271,29,377,125.7,3,3,3,Loyal Customers,0,Occasional,0,0.5412,1,Medium Risk
13604,United Kingdom,475,1,717.62,717.62,242,21,475,475.0,1,1,3,Hibernating / Lost,2,Mid-Value,1,0.8193,1,High Risk
13605,United Kingdom,203,2,522.67,261.33,425,50,387,193.5,2,2,2,Hibernating / Lost,0,Occasional,1,0.5146,1,Medium Risk
13606,United Kingdom,59,2,250.42,125.21,243,37,128,64.0,4,2,1,New Customers,0,Occasional,0,0.449,0,Medium Risk
13607,United Kingdom,219,1,400.3,400.3,178,24,219,219.0,2,1,2,Hibernating / Lost,0,Occasional,0,0.6323,1,Medium Risk
13608,United Kingdom,357,1,236.2,236.2,113,31,357,357.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9101,1,High Risk
13609,United Kingdom,409,1,167.35,167.35,19,7,409,409.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9112,1,High Risk
13610,United Kingdom,3,10,1517.1200000000001,151.71,617,227,519,51.9,5,5,4,Champions,3,High-Value,0,0.1589,0,Low Risk
13611,United Kingdom,176,8,2450.88,306.36,1419,131,553,69.1,3,5,4,Loyal Customers,3,High-Value,0,0.1815,0,Low Risk
13612,United Kingdom,449,1,818.29,818.29,444,50,449,449.0,1,1,3,Hibernating / Lost,2,Mid-Value,1,0.889,1,High Risk
13613,United Kingdom,269,5,1039.8500000000001,207.97,445,50,477,95.4,2,4,3,At Risk,3,High-Value,1,0.6524,1,Medium Risk
13614,United Kingdom,147,3,954.48,318.16,283,73,367,122.3,3,3,3,Loyal Customers,3,High-Value,0,0.5666,1,Medium Risk
13615,United Kingdom,135,8,6272.53,784.07,2910,259,496,62.0,3,5,5,Loyal Customers,1,VIP,1,0.1943,0,Low Risk
13616,United Kingdom,384,2,288.1,144.05,175,31,507,253.5,1,2,2,Hibernating / Lost,2,Mid-Value,1,0.8789,1,High Risk
13617,United Kingdom,224,5,734.57,146.91,293,31,311,62.2,2,4,3,At Risk,3,High-Value,0,0.65,1,Medium Risk
13619,United Kingdom,361,2,230.19,115.1,83,38,490,245.0,1,2,1,Hibernating / Lost,2,Mid-Value,1,0.7872,1,High Risk
13620,United Kingdom,344,1,112.34,112.34,74,5,344,344.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8777,1,High Risk
13622,United Kingdom,512,1,658.95,658.95,379,32,512,512.0,1,1,3,Hibernating / Lost,2,Mid-Value,1,0.7197,1,High Risk
13623,United Kingdom,26,9,2370.63,263.4,879,198,553,61.4,5,5,4,Champions,1,VIP,0,0.1578,0,Low Risk
13624,United Kingdom,204,1,462.08,462.08,820,22,204,204.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.594,1,Medium Risk
13625,United Kingdom,413,1,301.26,301.26,144,21,413,413.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9542,1,High Risk
13626,United Kingdom,69,2,707.04,353.52,398,44,195,97.5,4,2,3,New Customers,0,Occasional,1,0.2946,0,Low Risk
13627,United Kingdom,21,4,1213.35,303.34,802,76,456,114.0,5,4,4,Champions,3,High-Value,0,0.391,0,Medium Risk
13628,United Kingdom,492,1,310.14,310.14,106,16,492,492.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9037,1,High Risk
13629,United Kingdom,27,12,8466.5,705.54,5000,7,482,40.2,5,5,5,Champions,1,VIP,0,0.0605,0,Low Risk
13630,United Kingdom,0,3,1051.84,350.61,711,46,102,34.0,5,3,3,Loyal Customers,3,High-Value,0,0.1681,0,Low Risk
13631,United Kingdom,18,4,1330.0,332.5,188,3,83,20.8,5,4,4,Champions,3,High-Value,0,0.3424,0,Medium Risk
13632,United Kingdom,50,5,2139.9100000000003,427.98,841,110,428,85.6,4,4,4,Champions,3,High-Value,0,0.1989,0,Low Risk
13634,United Kingdom,58,12,4078.03,339.84,1640,184,514,42.8,4,5,5,Champions,1,VIP,0,0.1249,0,Low Risk
13635,United Kingdom,259,3,1928.1299999999999,642.71,1207,89,555,185.0,2,3,4,At Risk,3,High-Value,0,0.5131,1,Medium Risk
13636,United Kingdom,69,3,541.45,180.48,303,32,101,33.7,4,3,2,Loyal Customers,3,High-Value,0,0.3619,0,Medium Risk
13637,United Kingdom,3,2,683.6,341.8,353,74,42,21.0,5,2,3,New Customers,0,Occasional,0,0.2643,0,Low Risk
13639,United Kingdom,253,1,312.93,312.93,197,19,253,253.0,2,1,2,Hibernating / Lost,0,Occasional,0,0.6968,1,High Risk
13640,United Kingdom,427,1,405.0,405.0,108,4,427,427.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.8056,1,High Risk
13641,United Kingdom,457,4,942.37,235.59,1097,40,550,137.5,1,4,3,At Risk,2,Mid-Value,1,0.6959,1,High Risk
13642,United Kingdom,32,4,514.72,128.68,253,93,249,62.2,4,4,2,Champions,3,High-Value,1,0.3172,0,Low Risk
13643,United Kingdom,2,8,1725.23,215.65,689,59,548,68.5,5,5,4,Champions,3,High-Value,0,0.2877,0,Low Risk
13646,United Kingdom,216,2,326.25,163.12,79,58,216,108.0,2,2,2,Hibernating / Lost,0,Occasional,1,0.6559,1,Medium Risk
13647,United Kingdom,51,5,1818.2,363.64,1175,68,419,83.8,4,4,4,Champions,3,High-Value,0,0.1525,0,Low Risk
13648,United Kingdom,216,8,1759.07,219.88,959,94,554,69.2,2,5,4,At Risk,3,High-Value,1,0.4183,0,Medium Risk
13649,United Kingdom,73,6,1678.88,279.81,863,97,343,57.2,4,4,4,Champions,3,High-Value,1,0.1018,0,Low Risk
13650,United Kingdom,23,6,2197.18,366.2,1108,84,499,83.2,5,4,4,Champions,3,High-Value,0,0.1114,0,Low Risk
13651,United Kingdom,198,1,132.65,132.65,29,8,198,198.0,3,1,1,Potential Loyalist,0,Occasional,0,0.8719,1,High Risk
13652,United Kingdom,73,4,2114.01,528.5,1282,102,468,117.0,4,4,4,Champions,3,High-Value,0,0.324,0,Low Risk
13653,United Kingdom,304,1,152.2,152.2,72,9,304,304.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9351,1,High Risk
13654,United Kingdom,18,8,4773.51,596.69,3389,192,554,69.2,5,5,5,Champions,1,VIP,0,0.1196,0,Low Risk
13655,United Kingdom,58,5,1731.19,346.24,735,73,408,81.6,4,4,4,Champions,3,High-Value,0,0.1763,0,Low Risk
13656,United Kingdom,153,3,861.9,287.3,485,64,412,137.3,3,3,3,Loyal Customers,3,High-Value,0,0.5025,1,Medium Risk
13657,United Kingdom,18,1,152.34,152.34,132,9,18,18.0,5,1,1,New Customers,0,Occasional,0,0.5261,1,Medium Risk
13658,United Kingdom,20,5,4319.63,863.93,1452,119,488,97.6,5,4,5,Champions,3,High-Value,0,0.2205,0,Low Risk
13659,United Kingdom,22,12,4894.88,407.91,2539,224,477,39.8,5,5,5,Champions,1,VIP,1,0.0283,0,Low Risk
13660,United Kingdom,216,1,314.59,314.59,137,39,216,216.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.5529,1,Medium Risk
13661,United Kingdom,419,1,325.24,325.24,118,17,419,419.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9558,1,High Risk
13662,United Kingdom,28,10,1885.29,188.53,999,109,474,47.4,5,5,4,Champions,1,VIP,0,0.1413,0,Low Risk
13663,United Kingdom,196,4,1858.04,464.51,802,75,463,115.8,3,4,4,Loyal Customers,3,High-Value,0,0.4094,0,Medium Risk
13665,United Kingdom,202,3,1711.6599999999999,570.55,1652,97,320,106.7,2,3,4,At Risk,3,High-Value,1,0.3437,0,Medium Risk
13666,United Kingdom,103,4,106.45,26.61,49,14,552,138.0,3,4,1,Loyal Customers,0,Occasional,0,0.6075,1,Medium Risk
13668,United Kingdom,4,26,10787.23,414.89,4849,317,544,20.9,5,5,5,Champions,1,VIP,0,0.0038,0,Low Risk
13669,United Kingdom,223,1,195.0,195.0,156,5,223,223.0,2,1,1,Hibernating / Lost,0,Occasional,0,0.7572,1,High Risk
13671,United Kingdom,211,1,194.95,194.95,107,61,211,211.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.6104,1,Medium Risk
13672,United Kingdom,117,3,419.92,139.97,138,13,547,182.3,3,3,2,Loyal Customers,0,Occasional,1,0.5925,1,Medium Risk
13674,United Kingdom,249,1,240.68,240.68,102,14,249,249.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.8251,1,High Risk
13675,United Kingdom,101,1,308.44,308.44,204,15,101,101.0,3,1,2,Potential Loyalist,0,Occasional,0,0.5096,1,Medium Risk
